time,temperature_2m_max (°C),temperature_2m_min (°C),temperature_2m_mean (°C),apparent_temperature_max (°C),apparent_temperature_min (°C),apparent_temperature_mean (°C),precipitation_sum (mm),rain_sum (mm),snowfall_sum (cm),precipitation_hours (h),windspeed_10m_max (km/h),windgusts_10m_max (km/h),winddirection_10m_dominant (°),shortwave_radiation_sum (MJ/m²),et0_fao_evapotranspiration (mm),dia_de_la_semana,semana_del_mes,semana_del_anio,anio,mes,dia,trimestre,es_fin_de_semana,es_festivo_mexico,dia_partido,es_dia_laborable,estacion,count,weathercode_1,weathercode_2,weathercode_3,weathercode_51,weathercode_53,weathercode_55,weathercode_61,weathercode_63,weathercode_65,weathercode_71
2020-08-17,31.6,22.7,26.9,34.1,25.0,29.3,0.3,0.3,0.0,1,12.3,33.5,90,25.7,5.75,0,34,34,2020,8,17,3,0,0,0,1,2,45,0,0,0,1,0,0,0,0,0,0
2021-07-17,31.5,22.3,26.5,35.9,25.5,29.6,0.0,0.0,0.0,0,18.5,42.1,112,24.56,5.5,5,29,29,2021,7,17,3,1,0,0,0,2,60,0,1,0,0,0,0,0,0,0,0
2017-09-12,32.4,18.3,26.1,33.5,18.7,26.7,0.0,0.0,0.0,0,8.7,23.0,280,26.39,5.75,1,38,38,2017,9,12,3,0,0,0,1,3,84,0,0,0,0,0,0,0,0,0,0
2022-06-14,33.7,22.1,27.7,35.5,23.8,28.8,0.0,0.0,0.0,0,27.0,59.4,331,25.92,6.94,1,25,25,2022,6,14,2,0,0,0,1,2,88,1,0,0,0,0,0,0,0,0,0
2020-01-24,19.4,12.0,15.7,18.0,10.6,14.2,0.0,0.0,0.0,0,15.0,37.4,107,14.67,2.67,4,4,4,2020,1,24,1,0,0,0,1,4,111,0,0,1,0,0,0,0,0,0,0
2021-10-17,20.9,14.9,17.6,21.0,14.2,16.9,0.0,0.0,0.0,0,12.6,28.8,80,19.22,3.45,6,43,43,2021,10,17,4,1,0,1,0,3,41,1,0,0,0,0,0,0,0,0,0
2020-09-27,33.8,18.2,26.0,37.0,18.8,28.1,0.0,0.0,0.0,0,7.6,20.2,162,24.53,5.33,6,40,40,2020,9,27,3,1,0,1,0,3,43,0,0,0,0,0,0,0,0,0,0
2021-01-07,20.2,9.5,14.8,17.8,7.0,12.1,0.0,0.0,0.0,0,9.8,24.1,105,16.59,3.28,3,2,2,2021,1,7,1,0,0,0,1,4,53,1,0,0,0,0,0,0,0,0,0
2020-03-12,29.5,19.2,23.8,31.4,20.5,25.6,0.0,0.0,0.0,0,10.4,27.0,122,17.66,3.88,3,11,11,2020,3,12,1,0,0,1,1,1,92,1,0,0,0,0,0,0,0,0,0
2017-02-16,18.5,10.4,14.1,15.3,7.5,11.4,0.1,0.1,0.0,1,18.5,46.4,97,19.59,3.6,3,8,8,2017,2,16,1,0,0,0,1,4,94,0,0,0,1,0,0,0,0,0,0
2018-01-07,22.4,10.2,16.6,23.2,9.2,16.7,0.0,0.0,0.0,0,7.6,19.1,132,14.22,2.44,6,2,2,2018,1,7,1,1,0,1,0,4,48,0,0,1,0,0,0,0,0,0,0
2017-12-07,7.8,2.8,5.1,5.5,-0.3,2.1,6.2,5.6,0.42,13,13.9,27.4,9,2.16,0.45,3,50,50,2017,12,7,4,0,0,0,1,4,104,0,0,0,0,0,0,0,0,0,1
2018-04-08,26.1,12.1,18.9,28.0,11.3,19.2,0.0,0.0,0.0,0,13.0,32.4,106,25.77,4.76,6,15,15,2018,4,8,2,1,0,1,0,1,52,0,1,0,0,0,0,0,0,0,0
2020-11-08,26.7,15.3,20.3,27.0,14.7,20.3,0.0,0.0,0.0,0,12.3,30.6,102,18.24,3.72,6,46,46,2020,11,8,4,1,0,1,0,3,49,0,0,0,0,0,0,0,0,0,0
2019-01-26,14.5,10.8,12.2,14.0,10.4,11.7,12.5,12.5,0.0,24,10.6,32.0,43,5.49,0.89,5,4,4,2019,1,26,1,1,0,0,0,4,86,0,0,0,0,0,1,0,0,0,0
2018-08-15,34.7,23.0,28.5,37.2,25.4,30.4,0.0,0.0,0.0,0,13.2,35.3,104,25.61,6.43,2,33,33,2018,8,15,3,0,0,0,1,2,89,1,0,0,0,0,0,0,0,0,0
2017-08-19,33.6,23.8,28.5,35.8,26.7,30.4,0.2,0.2,0.0,1,16.6,41.4,102,25.59,6.43,5,34,34,2017,8,19,3,1,0,0,0,2,87,0,0,0,1,0,0,0,0,0,0
2017-06-09,34.1,22.1,28.1,35.0,22.6,28.5,0.0,0.0,0.0,0,14.5,38.5,119,27.66,7.07,4,24,24,2017,6,9,2,0,0,0,1,2,94,1,0,0,0,0,0,0,0,0,0
2020-04-19,35.6,19.4,27.1,34.9,20.4,27.9,0.0,0.0,0.0,0,16.6,40.7,326,27.87,6.75,6,17,17,2020,4,19,2,1,0,1,0,1,23,1,0,0,0,0,0,0,0,0,0
2018-12-03,21.0,14.6,17.6,21.6,15.1,17.9,3.5,3.5,0.0,13,12.3,28.4,25,10.76,1.9,0,49,49,2018,12,3,4,0,0,0,1,4,124,0,0,0,1,0,0,0,0,0,0
2018-06-30,32.0,23.0,27.2,36.9,26.3,30.5,0.0,0.0,0.0,0,12.0,29.2,122,27.17,6.04,5,26,26,2018,6,30,2,1,0,0,0,2,85,1,0,0,0,0,0,0,0,0,0
2022-01-04,20.7,6.7,13.3,19.1,3.3,11.0,0.0,0.0,0.0,0,9.0,19.8,6,16.45,2.92,1,2,2,2022,1,4,1,0,0,0,1,4,71,0,0,0,0,0,0,0,0,0,0
2020-02-09,28.1,15.5,20.9,29.4,15.3,21.5,0.1,0.1,0.0,1,9.7,23.8,123,16.89,3.55,6,7,7,2020,2,9,1,1,0,1,0,4,47,0,0,0,1,0,0,0,0,0,0
2022-08-03,37.1,24.4,30.6,39.1,27.0,31.8,0.0,0.0,0.0,0,16.0,28.1,330,24.59,6.77,2,32,32,2022,8,3,3,0,0,0,1,2,89,1,0,0,0,0,0,0,0,0,0
2020-12-15,23.7,9.0,15.2,21.5,6.0,12.8,0.0,0.0,0.0,0,11.6,26.6,57,16.21,3.23,1,51,51,2020,12,15,4,0,0,0,1,4,90,0,0,0,0,0,0,0,0,0,0
2017-09-23,29.5,21.8,25.5,31.5,25.1,27.9,0.1,0.1,0.0,1,16.8,44.3,114,17.53,4.14,5,39,39,2017,9,23,3,1,0,0,0,3,81,0,0,0,1,0,0,0,0,0,0
2020-03-09,24.8,15.7,19.7,26.0,15.7,20.6,1.7,1.7,0.0,6,9.5,31.7,67,16.08,3.07,0,11,11,2020,3,9,1,0,0,0,1,1,56,0,0,0,0,1,0,0,0,0,0
2017-06-18,38.5,23.8,31.0,37.5,24.4,31.0,0.0,0.0,0.0,0,16.8,43.2,122,30.41,8.4,6,26,26,2017,6,18,2,1,0,0,0,2,39,0,0,0,0,0,0,0,0,0,0
2021-04-25,30.5,19.1,24.6,30.8,18.3,23.9,0.0,0.0,0.0,0,20.5,48.6,110,28.24,6.85,6,18,18,2021,4,25,2,1,0,1,0,1,58,1,0,0,0,0,0,0,0,0,0
2017-09-01,32.4,24.4,28.2,32.7,26.0,28.9,0.0,0.0,0.0,0,16.2,40.7,113,21.16,5.69,4,36,36,2017,9,1,3,0,0,0,1,3,92,1,0,0,0,0,0,0,0,0,0
2020-05-03,32.4,20.3,26.2,35.5,22.8,28.6,0.0,0.0,0.0,0,12.3,29.9,113,25.8,5.85,6,19,19,2020,5,3,2,1,0,1,0,1,22,1,0,0,0,0,0,0,0,0,0
2020-05-17,32.0,20.9,26.2,34.4,21.5,28.0,0.0,0.0,0.0,0,13.0,33.8,108,27.32,6.19,6,21,21,2020,5,17,2,1,0,0,0,1,25,1,0,0,0,0,0,0,0,0,0
2021-02-01,18.9,11.6,15.0,15.7,8.1,11.7,0.0,0.0,0.0,0,13.8,33.5,92,18.66,3.99,0,6,6,2021,2,1,1,0,1,0,0,4,33,0,0,0,0,0,0,0,0,0,0
2021-11-29,20.4,10.1,15.6,20.4,9.3,15.1,0.0,0.0,0.0,0,11.6,27.0,106,15.81,2.62,0,49,49,2021,11,29,4,0,0,1,1,3,85,1,0,0,0,0,0,0,0,0,0
2018-06-18,31.7,23.4,26.3,35.2,27.2,29.8,1.6,1.6,0.0,5,13.3,27.0,62,20.33,4.49,0,25,25,2018,6,18,2,0,0,0,1,2,99,0,0,0,0,1,0,0,0,0,0
2018-02-17,26.2,16.0,21.2,28.9,17.0,22.9,0.1,0.1,0.0,1,8.2,21.6,50,17.63,3.36,5,7,7,2018,2,17,1,1,0,0,0,4,90,0,0,0,1,0,0,0,0,0,0
2022-08-30,31.3,24.2,27.1,34.5,27.5,30.3,0.3,0.3,0.0,1,14.1,36.4,360,17.73,4.2,1,36,36,2022,8,30,3,0,0,0,1,2,80,0,0,0,1,0,0,0,0,0,0
2022-09-25,31.4,22.3,25.7,33.6,24.3,28.3,3.5,3.5,0.0,6,13.8,29.9,359,21.13,4.6,6,40,40,2022,9,25,3,1,0,0,0,3,50,0,0,0,0,0,0,0,1,0,0
2020-01-07,18.3,10.9,14.7,16.0,8.2,12.2,0.0,0.0,0.0,0,12.6,31.0,22,16.28,3.28,1,2,2,2020,1,7,1,0,0,0,1,4,79,0,1,0,0,0,0,0,0,0,0
2019-03-24,26.8,16.6,21.3,30.7,17.5,23.1,0.0,0.0,0.0,0,10.4,25.2,105,23.3,4.43,6,13,13,2019,3,24,1,1,0,0,0,1,56,0,1,0,0,0,0,0,0,0,0
2017-01-18,18.4,14.7,16.6,18.8,15.1,17.1,7.3,7.3,0.0,7,9.2,23.0,49,6.15,1.17,2,4,4,2017,1,18,1,0,0,0,1,4,72,0,0,0,0,0,0,0,1,0,0
2018-02-18,26.3,16.8,21.0,27.9,18.0,22.2,0.0,0.0,0.0,0,12.1,31.3,103,20.23,3.88,6,8,8,2018,2,18,1,1,0,1,0,4,60,0,1,0,0,0,0,0,0,0,0
2021-11-19,18.2,10.5,14.0,16.3,9.2,12.5,0.1,0.1,0.0,1,11.8,28.1,74,15.44,2.55,4,47,47,2021,11,19,4,0,0,0,1,3,76,0,0,0,1,0,0,0,0,0,0
2020-06-01,25.4,19.2,21.9,28.9,22.1,24.9,1.8,1.8,0.0,10,10.0,28.8,89,17.5,3.36,0,23,23,2020,6,1,2,0,0,0,1,2,52,0,0,0,1,0,0,0,0,0,0
2018-09-06,29.5,23.0,25.2,32.2,26.9,28.6,2.4,2.4,0.0,5,15.0,33.8,75,16.86,3.54,3,36,36,2018,9,6,3,0,0,0,1,3,101,0,0,0,0,0,1,0,0,0,0
2019-12-18,11.3,5.4,8.1,6.5,1.2,3.9,0.0,0.0,0.0,0,13.8,32.4,85,14.54,2.61,2,51,51,2019,12,18,4,0,0,0,1,4,121,1,0,0,0,0,0,0,0,0,0
2022-07-07,35.8,23.4,29.4,37.1,25.7,30.9,0.0,0.0,0.0,0,18.4,37.8,341,27.98,7.31,3,28,28,2022,7,7,3,0,0,0,1,2,67,1,0,0,0,0,0,0,0,0,0
2019-10-17,24.9,17.7,20.6,26.4,19.2,22.0,0.7,0.7,0.0,4,9.0,19.8,56,13.73,2.76,3,42,42,2019,10,17,4,0,0,0,1,3,105,0,0,0,1,0,0,0,0,0,0
2018-09-23,25.6,20.7,23.0,28.3,23.9,25.7,1.9,1.9,0.0,3,7.5,18.4,72,15.18,3.05,6,39,39,2018,9,23,3,1,0,0,0,3,36,0,0,0,0,1,0,0,0,0,0
2018-12-12,22.4,12.0,16.6,23.1,10.7,16.6,6.9,6.9,0.0,6,8.3,24.8,73,13.17,2.34,2,50,50,2018,12,12,4,0,0,0,1,4,105,0,0,0,0,0,0,1,0,0,0
2018-01-25,12.2,7.6,9.6,10.5,5.5,7.9,5.0,5.0,0.0,9,12.9,29.2,94,6.97,1.01,3,4,4,2018,1,25,1,0,0,1,1,4,103,0,0,0,0,0,0,1,0,0,0
2021-07-24,33.7,23.0,27.9,37.1,24.9,29.8,0.0,0.0,0.0,0,11.8,30.2,113,27.93,6.61,5,30,30,2021,7,24,3,1,0,0,0,2,88,0,0,0,0,0,0,0,0,0,0
2018-08-25,34.9,22.9,28.6,35.9,25.5,30.0,0.0,0.0,0.0,0,18.0,46.4,105,26.73,6.89,5,34,34,2018,8,25,3,1,0,0,0,2,94,0,0,0,0,0,0,0,0,0,0
2021-07-22,28.3,20.9,24.6,32.1,24.0,27.9,0.6,0.6,0.0,3,11.1,27.0,100,19.77,4.11,3,30,30,2021,7,22,3,0,0,0,1,2,69,0,0,0,1,0,0,0,0,0,0
2022-08-13,31.3,23.7,26.3,36.1,28.0,30.2,3.5,3.5,0.0,5,9.6,29.5,33,20.17,4.31,5,33,33,2022,8,13,3,1,0,0,0,2,75,0,0,0,0,0,0,1,0,0,0
2017-04-29,38.6,18.8,30.0,38.9,17.3,28.9,0.0,0.0,0.0,0,25.3,47.5,232,29.28,7.48,5,18,18,2017,4,29,2,1,0,0,0,1,90,0,0,0,0,0,0,0,0,0,0
2019-10-13,26.3,15.0,20.4,27.2,14.1,20.5,0.0,0.0,0.0,0,11.3,28.8,81,19.99,4.06,6,42,42,2019,10,13,4,1,0,0,0,3,46,1,0,0,0,0,0,0,0,0,0
2019-10-02,29.2,21.1,25.0,31.8,24.3,27.7,0.0,0.0,0.0,0,13.8,34.6,105,18.89,4.11,2,40,40,2019,10,2,4,0,0,0,1,3,94,0,1,0,0,0,0,0,0,0,0
2019-12-14,28.2,8.7,18.7,27.1,6.5,17.4,0.0,0.0,0.0,0,7.3,20.9,190,16.28,3.38,5,50,50,2019,12,14,4,1,0,0,0,4,111,0,0,0,0,0,0,0,0,0,0
2017-06-10,33.6,22.2,27.7,35.0,23.8,28.9,0.0,0.0,0.0,0,14.4,37.1,113,27.08,6.8,5,24,24,2017,6,10,2,1,0,0,0,2,49,0,0,0,0,0,0,0,0,0,0
2019-04-25,32.0,17.1,24.8,32.3,17.8,25.4,0.0,0.0,0.0,0,8.4,25.6,325,28.38,6.17,3,17,17,2019,4,25,2,0,0,0,1,1,83,1,0,0,0,0,0,0,0,0,0
2020-11-28,23.2,16.1,20.1,24.9,16.5,21.6,3.9,3.9,0.0,14,11.3,25.6,359,5.88,1.25,5,48,48,2020,11,28,4,1,0,0,0,3,62,0,0,0,0,1,0,0,0,0,0
2018-12-26,25.3,15.6,19.5,25.3,14.8,19.8,0.0,0.0,0.0,0,12.3,27.7,125,14.29,2.77,2,52,52,2018,12,26,4,0,0,0,1,4,76,0,0,1,0,0,0,0,0,0,0
2018-11-18,22.8,11.5,17.3,22.8,9.9,17.3,1.3,1.3,0.0,4,10.9,24.8,40,14.64,2.61,6,47,47,2018,11,18,4,1,0,0,0,3,71,0,0,0,0,1,0,0,0,0,0
2017-11-20,18.7,9.3,13.6,17.1,6.5,11.6,0.0,0.0,0.0,0,10.5,27.7,88,16.73,2.85,0,48,48,2017,11,20,4,0,1,0,0,3,47,0,0,0,0,0,0,0,0,0,0
2021-06-02,28.2,21.5,24.3,31.9,24.5,27.4,0.2,0.2,0.0,2,8.9,25.2,81,18.04,3.82,2,23,23,2021,6,2,2,0,0,0,1,2,85,0,0,0,1,0,0,0,0,0,0
2021-05-27,34.3,21.3,27.5,37.2,23.8,30.3,0.0,0.0,0.0,0,15.0,36.0,108,27.59,6.42,3,22,22,2021,5,27,2,0,0,0,1,1,77,0,1,0,0,0,0,0,0,0,0
2021-07-21,26.2,20.7,23.8,30.0,24.1,27.6,8.1,8.1,0.0,8,7.6,16.6,91,11.74,2.45,2,30,30,2021,7,21,3,0,0,0,1,2,74,0,0,0,0,0,0,0,1,0,0
2021-10-31,28.4,17.7,22.4,28.6,16.9,22.1,0.0,0.0,0.0,0,13.2,32.0,117,19.42,4.26,6,45,45,2021,10,31,4,1,0,1,0,3,73,0,0,0,0,0,0,0,0,0,0
2021-04-26,31.4,20.0,25.2,34.6,20.6,27.2,0.0,0.0,0.0,0,12.0,32.8,124,22.0,4.97,0,18,18,2021,4,26,2,0,0,0,1,1,46,0,0,1,0,0,0,0,0,0,0
2019-10-06,30.7,18.5,25.5,34.0,20.3,28.0,0.0,0.0,0.0,0,7.6,20.9,134,21.05,4.5,6,41,41,2019,10,6,4,1,0,1,0,3,70,0,0,0,0,0,0,0,0,0,0
2022-02-12,20.2,7.9,14.1,17.5,5.8,11.9,0.0,0.0,0.0,0,21.1,48.6,105,18.88,3.42,5,7,7,2022,2,12,1,1,0,0,0,4,80,0,1,0,0,0,0,0,0,0,0
2022-04-08,25.9,14.2,19.6,23.5,10.9,16.7,0.0,0.0,0.0,0,19.7,47.5,345,26.95,6.33,4,15,15,2022,4,8,2,0,0,0,1,1,92,1,0,0,0,0,0,0,0,0,0
2018-05-26,33.9,21.1,27.5,35.3,22.7,29.1,0.0,0.0,0.0,0,10.0,24.8,148,30.12,6.82,5,21,21,2018,5,26,2,1,0,0,0,1,92,0,0,0,0,0,0,0,0,0,0
2017-09-06,27.4,21.2,23.6,30.7,23.2,26.3,2.4,2.4,0.0,10,8.0,34.2,85,16.19,3.29,2,37,37,2017,9,6,3,0,0,0,1,3,79,0,0,0,0,1,0,0,0,0,0
2018-01-28,15.8,13.9,14.6,16.4,13.9,14.9,15.6,15.6,0.0,21,7.4,19.1,351,3.69,0.74,6,5,5,2018,1,28,1,1,0,1,0,4,74,0,0,0,0,0,0,0,1,0,0
2019-12-19,13.5,3.9,8.6,9.3,-0.6,4.8,0.0,0.0,0.0,0,17.2,40.3,95,13.92,2.58,3,51,51,2019,12,19,4,0,0,0,1,4,81,0,1,0,0,0,0,0,0,0,0
2019-01-01,15.9,10.5,12.8,14.3,7.8,11.1,0.0,0.0,0.0,0,10.5,22.7,73,11.73,1.95,1,1,1,2019,1,1,1,0,1,0,0,4,28,0,0,1,0,0,0,0,0,0,0
2021-04-04,23.5,14.2,18.0,22.8,14.5,17.6,2.8,2.8,0.0,11,18.3,43.2,105,16.84,3.27,6,15,15,2021,4,4,2,1,0,1,0,1,52,0,0,0,0,1,0,0,0,0,0
2017-08-29,32.6,24.4,28.4,32.6,24.9,28.6,0.0,0.0,0.0,0,14.8,36.7,323,22.03,5.63,1,36,36,2017,8,29,3,0,0,0,1,2,106,0,1,0,0,0,0,0,0,0,0
2022-08-10,35.3,24.0,29.4,36.1,26.4,30.7,0.0,0.0,0.0,0,16.9,34.6,346,26.29,6.89,2,33,33,2022,8,10,3,0,0,0,1,2,99,1,0,0,0,0,0,0,0,0,0
2022-04-30,30.5,20.2,25.1,35.1,22.6,28.3,0.1,0.1,0.0,1,10.1,28.4,2,26.3,5.47,5,18,18,2022,4,30,2,1,0,0,0,1,68,0,0,0,1,0,0,0,0,0,0
2018-02-09,18.0,10.0,14.0,18.1,8.5,13.4,0.8,0.8,0.0,3,7.6,20.9,90,10.96,1.83,4,6,6,2018,2,9,1,0,0,0,1,4,92,0,0,0,1,0,0,0,0,0,0
2020-11-26,26.5,18.1,21.9,26.5,17.3,21.9,0.0,0.0,0.0,0,7.2,21.6,81,14.9,3.01,3,48,48,2020,11,26,4,0,0,0,1,3,73,1,0,0,0,0,0,0,0,0,0
2020-07-25,31.7,23.6,27.6,34.4,26.2,30.4,2.2,2.2,0.0,4,14.2,41.4,317,15.92,4.12,5,30,30,2020,7,25,3,1,0,0,0,2,50,0,0,0,0,0,0,1,0,0,0
2021-01-03,21.2,9.4,14.6,19.9,6.7,12.7,0.0,0.0,0.0,0,8.7,19.1,150,16.12,2.87,6,2,2,2021,1,3,1,1,0,0,0,4,34,1,0,0,0,0,0,0,0,0,0
2021-05-01,27.2,17.6,21.8,28.5,19.2,22.8,1.4,1.4,0.0,7,14.5,36.0,300,19.9,4.12,5,18,18,2021,5,1,2,1,1,0,0,1,63,0,0,0,1,0,0,0,0,0,0
2022-11-06,28.2,16.6,22.1,28.6,15.1,21.6,0.0,0.0,0.0,0,8.7,21.2,320,19.17,3.94,6,46,46,2022,11,6,4,1,0,0,0,3,52,0,0,0,0,0,0,0,0,0,0
2018-12-01,25.0,14.6,19.3,25.6,12.7,18.7,0.0,0.0,0.0,0,13.2,29.5,111,16.41,3.4,5,48,48,2018,12,1,4,1,1,0,0,4,108,0,0,0,0,0,0,0,0,0,0
2021-04-17,25.3,14.3,17.4,28.0,13.8,17.8,23.0,23.0,0.0,13,14.9,35.6,30,6.16,1.25,5,16,16,2021,4,17,2,1,0,0,0,1,82,0,0,0,0,0,0,0,1,0,0
